appid,name,developer_id,developer_name,rate,rate_num,supplier,size,genre,compatibility,language,age,copyright,price
1462926848,简单时钟 - 图书馆学习神器,1337343608,niner wong,4.8,"6,326",niner wong,21.4 MB,生活,iPhone设备需装有iOS8.0或更高版本。iPad设备需装有iPadOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。,丹麦文， 乌克兰文， 俄文， 克罗地亚文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印地文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 韩文,4+,免费,"解锁所有的功能
¥8.00


支持开发者（奖励他一个鸡腿）
¥15.00"
1068472522,BeoTool,359002044,Bang & Olufsen a/s,1.0,1,Bang & Olufsen a/s,10.4 MB,工具,iPhone设备需装有iOS8.2或更高版本。iPad设备需装有iPadOS8.2或更高版本。iPod touch设备需装有iOS8.2或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 2015-present Bang & Olufsen a/s,免费
1442758740,保利票务-爱演出，爱生活,1442758739,北京保利票务发展有限公司,2.3,701,"Beijing Poly Ticketing Development Co., Ltd.",187.4 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,4+,© 2018 polyt Ltd.,免费
1298912284,Uki-有趣的人在等你,1534464807,Chenlong Shanghai Information Technology Co. Ltd,2.2,814,Chenlong Shanghai Information Technology Co. Ltd,290.9 MB,社交,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,17+，偶尔/轻微的亵渎或低俗幽默，频繁/强烈的色情内容或裸露，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的成人或性暗示题材,免费,"钻石42个
¥6.00


钻石7个
¥1.00


Uki钻石充值84钻
¥12.00


钻石210个
¥30.00


额外语音匹配特权次数10次
¥6.00


Uki月会员自动续期订阅
¥18.00


Uki钻石126钻
¥18.00


Uki月会员自动续期订阅
¥18.00


钻石 686个
¥98.00


Uki币8400个
¥12.00"
1450102634,起名大师－生辰八字起名解名,435667172,勇 黄,4.9,78,勇 黄,14.7 MB,参考资料,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"周易起名套餐A
¥22.00


周易起名套餐B
¥68.00


周易起名套餐C
¥98.00"
566813949,淘票票——淘出好时光,1589890308,"Shanghai Taopiaopiao Yingshi Culture Co., Ltd.",4.9,23.5万,"Shanghai Taopiaopiao Yingshi Culture Co., Ltd.",153.6 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,17+，频繁/强烈的惊悚或恐怖题材，偶尔/轻微的色情内容或裸露，赌博，频繁/强烈的竞赛,"© 2022 Shanghai Taopiaopiao Yingshi Culture Co., Ltd.",免费
1632550136,51ETC管理版-ETC,1575845540,"Chengdu Zhiyuan Yixing Technology Co., Ltd",4.1,16,"Chengdu Zhiyuan Yixing Technology Co., Ltd",76.9 MB,效率,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,"©2022 Chengdu Zhiyuan Yixing Technologies,Inc ©",免费
1529434108,Jump for Switch Steam PS5游戏社区,1529432506,北京矽岛科技有限公司,4.7,1.4万,Cyberisle Inc.,120.9 MB,社交,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的竞赛，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力，赌博,© 2021 Cyberisle Inc.,免费
1330559633,TELLO,1330559632,Shenzhen RYZE Tech Co.Ltd,4.3,847,Shenzhen RYZE Tech Co.Ltd,48.2 MB,摄影与录像,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,© 2018 RYZE Tech,免费
956446341,瞩目,954944172,"Suirui Co., Ltd.",3.4,2.3万,"Suirui Co., Ltd.",110.6 MB,商务,iPhone设备需装有iOS8.0或更高版本。iPad设备需装有iPadOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。,简体中文， 繁体中文， 英文,4+,© 随锐科技集团股份有限公司,免费
1086545170,OpenRice Biz 商戶版,310663329,OpenRice.com,5.0,1,OpenRice.com,47.3 MB,美食佳饮,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,泰文， 简体中文， 繁体中文， 英文,4+,© 2022 Openrice Group Inc,免费
1111154738,虎牙助手,1218630343,广州虎牙信息科技有限公司,3.8,"3,145","Guangzhou Huya Information Technology Co.,Ltd.",295.7 MB,娱乐,iPhone设备需装有iOS11.1或更高版本。iPad设备需装有iPadOS11.1或更高版本。iPod touch设备需装有iOS11.1或更高版本。,简体中文,17+，频繁/强烈的成人或性暗示题材，频繁/强烈的亵渎或低俗幽默,© HUYA Inc.,免费
1332651082,Pixomatic  - 抠图软件 & 背景橡皮擦,1509574169,Conceptiv Apps LLC,4.6,"6,666",Conceptiv Apps LLC,244.4 MB,摄影与录像,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,俄文， 土耳其文， 德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,12+，偶尔/轻微的色情内容或裸露,免费,"Pixomatic 高级账户 1年
¥198.00


Pixomatic 高级账户 1年
¥218.00


Pixomatic 高级账户1 月份
¥68.00


Pixomatic 高级账户1 月份
¥53.00


Pixomatic PRO
¥27.00


Pixomatic 高级账户 1周
¥22.00


Pixomatic 高级账户1 月份
¥53.00


Pixomatic 高级账户 1年
¥58.00


Pixomatic 高级账户1 月份
¥63.00


Pixomatic 高级账户 1年
¥263.00"
570968326,Zoo Weekly Thailand,406791755,Magzter Inc.,1.0,1,Magzter Inc.,12.1 MB,生活,iPhone设备需装有iOS6.0或更高版本。iPad设备需装有iPadOS6.0或更高版本。iPod touch设备需装有iOS6.0或更高版本。,泰文,17+，频繁/强烈的成人或性暗示题材，频繁/强烈的色情内容或裸露,免费,"Zoo Thailand 
¥50.00


Zoo Thailand October 15, 2012
¥15.00


Zoo Weekly Thailand November 18 2013
¥15.00


Zoo Thailand October 22, 2012
¥15.00


Zoo Thailand - May 27 2013
¥15.00


Zoo Thailand - December 10 2012
¥15.00


Zoo Thailand - November 23 2012
¥15.00


Zoo Thailand February 18 2013
¥15.00


Zoo Thailand - April 01 2013
¥15.00


Zoo Weekly - January 25 2013
¥15.00"
1455315160,好生意-智慧聚合生态,1239252044,"Shenzhen Qianhai Saosao Technology Co., Ltd.",3.9,325,"Shenzhen Qianhai Saosao Technology Co., Ltd.",152 MB,财务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 2011-2022 All Rights Reserved.深圳市前海扫扫科技有限公司版权所有,免费
1483180189,有声小说大全-懒人有声小说听书电台软件,648169188,wang jianmei,4.7,683,wang jianmei,28.9 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,12+，偶尔/轻微的成人或性暗示题材，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的现实暴力,© 有声小说大全,免费
673085116,NAVER词典,311867731,NAVER Corp.,3.1,532,NAVER Corp.,52.1 MB,教育,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,日文， 简体中文， 英文， 越南文， 韩文,12+，偶尔/轻微的医药或医疗信息,© Copyright ⓒ NAVER Corp. All Rights Reserved.,免费
1559740799,Opera GX,1282065940,Opera Software AS,4.8,245,Opera Software AS,79 MB,工具,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。,丹麦文， 乌克兰文， 俄文， 保加利亚文， 克罗地亚文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 拉脱维亚文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 白俄罗斯文， 立陶宛文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 韩文,17+，无限制网页访问,© Opera Norway AS,免费
6444823901,月影别墅,1419401859,"Beijing IceSimba Interactive Technology Co., Ltd",4.6,983,"Beijing IceSimba Interactive Technology Co., Ltd",691.8 MB,图书,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,9+，偶尔/轻微的卡通或幻想暴力,免费,"30元月卡
¥30.00


68元季卡
¥68.00


6元充值
¥6.00


30元充值
¥30.00


68元充值
¥68.00


30元礼包
¥30.00


128元充值
¥128.00


98元充值
¥98.00


648元充值
¥648.00


328元充值
¥328.00"
1605330640,房贷计算器-2023购房按揭贷款计算器,1598091497,"Lianyungang Youyou Network Technology Co., Ltd",4.8,500,"Lianyungang Youyou Network Technology Co., Ltd.",82.2 MB,工具,iPhone设备需装有iOS11.2或更高版本。iPad设备需装有iPadOS11.2或更高版本。iPod touch设备需装有iOS11.2或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,Copyright © 2022 王乐,免费
962209511,牛客-大学生实习求职找工作神器,962209510,北京牛客科技有限公司,4.8,2.6万,"Beijing Nowcoder Technology Co., Ltd.",149.7 MB,商务,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"1钻
¥1.00


6钻
¥6.00


38钻
¥38.00


18钻
¥18.00


88钻
¥88.00


48钻
¥48.00


牛客会员30天
¥18.00


128钻
¥128.00


198钻
¥198.00


推荐置顶卡
¥399.00"
1126382960,托马斯和朋友：魔幻铁路,390712652,Budge Studios,4.4,1.1万,Budge Studios,253.6 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,俄文， 德文， 意大利文， 法文， 简体中文， 繁体中文， 英文， 荷兰文， 西班牙文,4+（为，0–5，岁儿童设计）,免费,"获取所有玩具！
¥98.00


解锁高登的采石场竞赛冒险宝盒！
¥28.00


解锁培西的幽灵城堡冒险宝盒！
¥28.00


解锁艾蜜莉的飞溅山冒险宝盒！
¥28.00


解锁詹姆士的大圆石逃亡冒险宝盒！
¥28.00


获取所有玩具！
¥298.00


解锁卡娜的建造者礼包！
¥22.00


解锁疯狂大赛车礼包！
¥22.00


解锁贝尔的建造者礼包！
¥22.00


解锁迪塞尔 10 的建造者礼包！
¥22.00"
1515002475,随机小球 - 随机数生成器,1337343608,niner wong,4.7,"1,922",niner wong,13.1 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 乌克兰文， 俄文， 克罗地亚文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印地文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,免费,"解锁所有的球
¥15.00


打赏开发者
¥28.00"
961412766,KK号码助手-通讯录助手批量优化管理,595885253,ABV Mobile,4.9,2.2万,ABV Mobile Inc.,48.5 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"半年高级VIP会员
¥38.00"
1422581869,酷安 - 发现科技新生活,1422581868,"Shenzhen CoolApk Internet Technology Co.,Ltd.",4.2,1.1万,"Shenzhen CoolApk Internet Technology Co.,Ltd.",90.9 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,"Copyright © 2010-2020 CoolApk.com, All Rights Reserved.",免费
1542454897,WiFi连接助手,977980685,KuiPeng Song,1.0,1,KuiPeng Song,2 MB,生活,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 辽宁鲲鹏科技有限公司,免费
1558876298,NFT GO- 实时市场趋势与交易平台,1610870504,Neutron Labs Inc.,4.6,89,Neutron Labs Inc.,92.6 MB,图形和设计,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"Gem Pack 1
¥128.00


Gem Pack 2
¥228.00


Gem Pack 3
¥698.00


Gem Pack 4
¥1,298.00"
477927812,百度贴吧-聊兴趣，上贴吧,372585298,"Beijing Baidu Netcom Science & Technology Co.,Ltd",4.3,58.7万,"Beijing Baidu Netcom Science & Technology Co.,Ltd",421.6 MB,社交,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的色情内容或裸露,免费,"贴吧超级会员1个月的使用权
¥30.00


百度贴吧ios端12元T豆
¥12.00


贴吧超级会员1个月的使用权（自动续费）
¥24.00


贴吧超级会员3个月的使用权
¥88.00


贴吧会员1个月的使用权
¥12.00


超级会员续费打折版12个月使用权
¥188.00


百度贴吧ios端1元T豆
¥1.00


百度贴吧ios端108元T豆
¥108.00


百度贴吧ios端50元T豆
¥50.00


贴吧会员3个月的使用权
¥36.00"
1659995203,巽风数字世界,1665690039,巽风科技(贵州)有限公司,2.2,"2,180","Xunfeng Technology (Guizhou) Co., Ltd.",2.1 GB,购物,iPhone设备需装有iOS12.1或更高版本。iPod touch设备需装有iOS12.1或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,17+，频繁/强烈的烟酒或毒品使用或相关内容,© 巽风科技（贵州）有限公司,免费
1510865716,赣企开办e窗通,1510865715,深圳市卓讯信息技术有限公司,1.5,602,"Shenzhen Zhuoxun Information Technology Co., Ltd.",61.4 MB,效率,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,©2021 江西省市场监督管理局,免费
717619906,趣运动 – 运动场地预订,1011661442,广州柠蜜信息科技有限公司,2.4,105,"Guangzhou Ningmi Information Technology Co.,Ltd",41.6 MB,体育,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的色情内容或裸露，频繁/强烈的竞赛，赌博,© 广州柠蜜信息科技有限公司,免费
1587566927,万年历-专业黄历农历天气查询工具,1586417104,晓玲 曾,4.3,458,晓玲 曾,83.9 MB,生活,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"万年历连续包年会员
¥298.00


万年历连续包月会员
¥53.00"
