appid,recommend
883096979,"['507161324', '1061034377', '1318074960', '6444191417', '1203543592', '869802614', '796778475', '1256847900', '1155897062', '1474035355', '592673661']"
1325481372,"['1566843794', '1547744135', '1144444969', '1457657878', '453480684', '729928969', '881766160']"
956890526,"['1560528196', '1473255953', '1279167356', '985902319', '1158549434', '1607244276']"
1073503648,"['640076621', '434205156', '880977721', '1502055508', '550928302', '1144025167']"
1188191652,"['1453848251', '1481327874', '1115117590', '1217371304', '1478207157', '1476696455']"
978599335,"['1048502460', '1485692854', '1149186410', '787786130', '1192163634', '1197956810', '1257627631', '1236629993']"
847764912,"['1187138321', '1564619616', '1067198688', '1663714054', '965693108', '1461458147', '942821666', '1478583777', '1523823493']"
1475755440,"['1550563657', '1570609697', '1497483157', '1604742908', '1475618593', '1537041988', '1060528724', '1151343521', '1499947487', '1219205603', '1177354832', '1454466859']"
1204633015,"['1204634317', '1640436305', '1310270136', '1325960675', '1566500659', '1573355822', '550928302', '434205156', '1500376147', '1188224117', '1502055508', '543114016']"
1163058620,"['1037558767', '1131895736', '1123295983', '1071172552', '1128665048', '1141744572', '1071206164', '1535737051', '1608827634', '1245055063', '1294328546', '1001451833']"
1540021694,"['1453953106', '1020572957', '543114016', '640076621', '434205156', '1204634317', '1276448272']"
1098628542,"['1085497387', '399423833', '1133056767', '987065303', '1007812319', '434212566', '1377082167']"
609377731,"['1388750151', '1057866090', '1545345356', '788412899', '1254968611', '1366306910']"
1324858827,"['961952539', '1359602841', '1362938019', '1535175825', '1473722046', '1341558348', '1545271796', '1593981570']"
1356504527,"['1055255261', '1420814118', '696880609', '1116600344', '1125956347', '1523172588', '1498787032', '1558156247', '1470936215', '1501532023', '1353326686', '1552134957']"
1444822480,"['1589913469', '1471092211', '1585087991', '1532369853', '1611469703', '1080590044', '1544915534', '1164839046', '1143453476', '1055596148', '1590802659']"
1571864018,"['1542731265', '1394004806', '1461434457', '1382569039', '1543352885', '1562965200', '1595765605', '1624248084', '1498787032', '1665428917', '1669618444', '1353326686']"
1485856220,"['1456555636', '1465221469', '1270059337', '1661048017', '1528875719', '1525341029']"
352509417,"['1488521412', '358305912', '1549293936', '504631398', '373238146', '364677107', '364387007']"
576216555,"['617637755', '881695690', '1622318474', '597131936', '861803675', '488528128', '956077224', '506081667', '1060011393']"
1087897068,"['444934666', '458318329', '414603431', '370139302', '389481236', '439638720', '1401729613', '1160660933', '1117753481', '560969504', '1119488990', '1044920135']"
1594998254,"['416048305', '592331499', '847334708', '1014277964', '1594288016', '875654777', '496181281', '1248712156', '1502051733', '1491421376', '587176822', '1483020517']"
1095523835,"['1386015549', '1502063951', '1480475669', '1472299799', '865755897', '1104865702', '1461064823', '1364313957', '1586116399', '881803365', '1204698884', '1234475684']"
878075397,"['1030675668', '1297123402', '1048918751', '1372425685', '1468422875', '1527039353']"
1384791559,"['1336909397', '1589716725', '1663734095', '1460209152', '1524421604', '1613302200', '1435998450', '1024873168', '797398945']"
498818574,"['930765939', '469338840', '1591862828', '424162026', '1198164839', '320479357', '903408156', '639531062', '437502959', '1396362214', '431620005']"
1088839185,"['1494108710', '1569550621', '1410826769', '1484807368', '779325629', '543465749', '1040958847', '975484019', '1022225115', '852965719']"
495369748,"['1246969117', '1434890245', '1451895369', '1324408585', '1436257357', '1460786904', '1282936493', '1244505010', '1105879914']"
919502358,"['919521885', '478834039', '911261462', '1308907291', '595277934', '1097708692', '1492979837']"
1488854568,"['1458716251', '1531046260', '1519166316', '1591191217', '1152127141', '1454364255']"
553115181,"['1412534170', '527572895', '499819758', '807389150', '1504835619', '979857479']"
460979760,"['1377082167', '399423833', '1133056767', '1007812319', '1098628542', '987065303', '1453308788']"
1077550649,"['1073826118', '317469184', '1022164656', '300255638', '547436543', '554122091', '369295276', '1069758898', '660232595', '1361881265', '426108163']"
1069768250,"['567647683', '1435026988', '1005453453', '1207741092', '1188224117', '1204633015', '1601762058', '1390958699', '1618414236']"
1048518210,"['1659987740', '1551749716', '1536395098', '1472457967', '1077776989', '1448811536', '1557844446', '1077989161', '991764216']"
1564040775,"['990531550', '1551784225', '1574691119', '1510195889', '1273159956', '1100124381', '943708006', '900348474', '427457043']"
1537949262,"['1552347616', '1550697297', '1535298845', '1592620261', '1604141796', '1658237658', '1481799950', '505884327', '1570743634', '1493334107', '1505286772', '1626430612']"
1016151632,"['1059280215', '1281830124', '958036160', '595277934', '1148513406', '1193941380', '1462848665']"
353115739,"['576337924', '990583137', '1561716363', '1436930241', '1390443078', '1592442467', '1459496391', '570118289', '348737611', '1411918373', '893122685', '1124748734']"
1024958046,"['957323480', '1270594280', '1212182562', '1493500777', '1098190972', '1436959122', '1597250575', '1486549740', '1455432631', '1558604056', '520749237', '1181258391']"
458587755,"['1588050022', '6446674153', '438426078', '1028313528', '385285922', '445375097']"
427597421,"['878916975', '1261299076', '1400607221', '1222292970', '1340641916', '1077248962', '1498413441']"
1508097648,"['741292507', '1518761723', '1525669673', '904548797', '1512943167', '1079747494', '672662544']"
1012317813,"['885737901', '1612257488', '1436116407', '1502503174', '1286964732', '1477706377']"
1413676670,"['1525190009', '1492899154', '490655927', '1623018593', '1559594834', '1606462833']"
540999305,"['637445379', '547159154', '694925256', '493466318', '728326385', '1012163770', '1312142829']"
1115987596,"['1115096098', '1618869805', '1369503975', '580097761', '1361477686', '848926994', '1361477682', '1462633124']"
1474035355,"['1067251466', '869802614', '592673661', '1205221033', '1499806327', '1252877377', '883096979', '1603172928', '796778475', '1256847900', '1217682855', '1235352905']"
1619861148,"['1375893671', '1661119750', '6444823901', '1573544646', '1372514608', '1546172998']"
1575845538,"['1632550136', '1671765726', '6450824661', '1183699675', '1245630729', '1436470595', '1188597105', '1436487297', '1271646620']"
1473216170,"['1474182880', '1473588882', '1474078412', '1475070178', '1463269109', '1474182263', '505815705', '1361881033', '1369503898', '1369503238', '1369503727', '435855321']"
1044283059,"['1229469444', '1510202387', '1448996102', '6443735828', '1528928705', '1558424511', '417200582', '1500875111', '414245413', '510909506', '1002355194', '860384719']"
1144413884,"['1403759346', '1168928180', '1439290777', '1197956810', '787786130', '1632997475', '1439390282']"
999308991,"['1028294311', '1093335771', '1195522905', '1107524512', '1212795857', '1249212918', '1561998336', '958061289', '1591172615', '1047547269', '1535740714', '1454795329']"
593469119,"['1469185551', '594780823', '1219917858', '1181251682', '1413676670', '490655927']"
1624006346,"['1580716813', '1635310187', '1556401744', '1641416681', '1498171247', '1531098191']"
878550740,"['1090268645', '1436248178', '694545123', '456933691', '545035436', '1537048956', '1451025845']"
1080590044,"['1163666807', '1444822480', '1143453476', '1378841354', '1544915534', '995922482', '6447096674']"
1007812319,"['987065303', '399423833', '455221304', '1163688669', '1377082167', '1098628542']"
1465851618,"['1110607051', '1438745141', '1252959337', '1439403991', '1589730426', '1581963198']"
1601158907,"['1566529260', '1618707004', '1627452942', '1388012712', '1142852936', '1601630546', '1618595631', '1621241916']"
523091708,"['739706956', '1591886596', '647172613', '938608166', '1271299745', '1013762557', '415854096', '447733826', '415872960', '487994173', '628244112', '1473728816']"
6444334847,"['1189030185', '1050026637', '1549790767', '475966832', '1536523597', '1606880999']"
560586497,"['547274918', '1462179740', '641900855', '1219074514', '1244142051', '1042246861']"
1324408585,"['931785789', '580051673', '1455945012', '597800090', '6450004622', '1501809032', '1282936493', '1436257357', '1460786904', '990892583', '1244505010', '886118205']"
952049419,"['1548604750', '1135398319', '1016151632', '595277934', '958036160', '1544913374', '1552354076']"
431562508,"['933625519', '1327262257', '1497869063', '1455165455', '1197209563', '1330896529', '1065829176', '920741677', '1529832553', '1015263425']"
911261462,"['478834039', '521634552', '919502358', '1401783711', '493466318', '595277934']"
967139095,"['1113893220', '640076621', '550928302', '1502055508', '880977721', '1276448272', '1459072166']"
1398120225,"['599852710', '1514047690', '1612425140', '1596842861', '1370780836', '1573900490', '1013727678', '1632542552', '1609363508', '1557090597']"
385285922,"['1542714414', '1569004272', '6443442477', '1531067862', '438426078', '1028313528', '445375097', '1574599268']"
718659370,"['951308995', '962209511', '1052654880', '1069297969', '1064868841', '1547782588']"
1438998315,"['1335542244', '1212723399', '1299418057', '672111230', '1054941362', '453673730']"
920305451,"['1055626509', '6444283233', '1556585122', '1343226036', '588271688', '911261462', '1278206333', '478834039']"
504274740,"['1020547107', '566813949', '1493894094', '1052455390', '346703830', '1054861613', '1442758740']"
758103884,"['6446288842', '908862359', '1106718932', '1515065863', '1449233193', '1033213872', '1480491422']"
331259725,"['467289231', '635830970', '1071208653', '1658524216', '1479528873', '934757493', '1157351092', '1479814602', '945993620', '376343878', '787130974', '373298751']"
1436704594,"['1119857172', '756812216', '768160271', '515199321', '1113883381', '1429222550', '639531062']"
1489895258,"['1521187742', '1503134586', '1530756777', '1441506601', '1531673495', '997670414', '1477939285', '1110254073', '948508001']"
1552875358,"['382201985', '452186370', '477927812', '426340811', '1281873118', '1092031003', '1569376400', '1581397940', '1557211448', '1555634071', '1574140159', '1034388318']"
1278869344,"['1112920599', '1141611765', '1660162190', '540679302', '1530354432', '6444355997']"
488202082,"['1553004256', '1317213409', '462186890', '560068813', '1127249355', '517850153', '509436231']"
724295527,"['910513149', '1484048379', '1097492828', '475666808', '637428894', '522700349', '1452966819', '1014277964', '936718677', '1408457254', '1061534032', '1214783848']"
1345937284,"['1305099161', '1481149822', '1659813666', '1500163057', '1364241662', '1339124759', '960205691', '1493256837', '1450142833', '1630868579', '1325953979']"
1598095237,"['1538119193', '1510313064', '1012491820', '1189885433', '1541255554', '835500522']"
990142347,"['1438606385', '1528312065', '1288910541', '1434273968', '1436282840', '1113346971']"
1263918989,"['1139733348', '1460344926', '1176835541', '1235986511', '1170391447', '1581729244', '1599695143', '1609366640', '946788272', '1560628017', '1131500446', '1459073823']"
1207730070,"['981758488', '1453347489', '1579702173', '1214198511', '1470559399', '1507089420']"
1278795670,"['1031121586', '1075740545', '1048881232', '1116626256', '1058747457', '951391381', '716603240', '1006637877', '1095193892', '894495836', '1444995576', '1188222587']"
872341407,"['1043389130', '1637038583', '1205358800', '1466899549', '525701980', '881766160', '1102364578', '819809799', '453480684', '1540915960']"
906936224,"['1583743253', '910791975', '569387346', '1168836057', '1573544646', '1344659342', '1426252715']"
527572895,"['587238847', '807389150', '1412534170', '553115181', '1054598922', '499819758', '434205156']"
994041762,"['1053136947', '549776020', '905859401', '1445816923', '419840202', '1492415595', '1525322035', '1464116044', '1445173813', '1065511007', '1484073254', '982072900']"
1156439976,"['444934666', '458318329', '414603431', '370139302', '389481236', '1087897068', '1042198954', '1455945012', '475666808', '1438499909', '1551926237', '1554801875']"
550928302,"['640076621', '1502055508', '434205156', '967139095', '1204634317', '880977721']"
947838897,"['912297426', '1474587718', '1450482524', '1500532156', '1085992013', '1480849420', '1187124743', '1028293650', '1671396986', '1249163042']"
